qid,label,description,instance_of,instance_of_label,part_of,part_of_label,subclass_of,subclass_of_label
Q5750455,physical metallurgy,"a scientific approach to metallurgy, which considers in a systematic way the physical properties of metals and alloys",Q11862829,,,,Q11467,
Q130304842,physical meteorology,subfield of meteorology generally restricted to that part of meteorology not explicitly devoted to atmospheric motions,Q130304502,,,,Q25261,
Q1337681,physical oceanography,study of physical conditions and physical processes within the ocean,Q11862829,,,,Q43518,
Q14632398,physical science,branch of natural science that studies non-living systems,Q11862829,,,,Q7991,
Q115250190,physical-chemical mechanics,,Q11862829,,Q909495,,,
Q413,physics,"study of matter and its motion, along with related concepts such as energy and force",Q11862829,,,,Q14632398,
Q104211852,physics historiography,branch of science,Q11862829,,Q1066186,,Q1066186,
Q130798463,physics of high temperatures,,Q11862829,,,,Q413,
Q130798470,physics of thin films,,Q11862829,,,,Q413,
Q130798467,physics of thin layers,,Q11862829,,,,Q413,
Q64688755,physics with astronomy,"academic discipline - aspects of physics, astronomy, astrophysics, and the growing field of space science and technology paired with anatomy and physiology, cell biology, genetics, health and junior cycle physics and chemistry",Q11862829,,,,Q413,
Q131085450,physics with astrophysics,academic discipline of physics with a focus on astrophysics,Q11862829,,,,Q37547,
Q64689646,physics with biomedical sciences,"Academic discipline - principles that underpin the chemical, biological and life sciences on a solid physics background",Q11862829,,,,,
Q134912903,physiographic geology,branch of geology that deals with topography,Q87058424,,,,Q1069,
Q521,physiology,science regarding function of organisms or living systems,Q28598684,,,,Q420,
Q815040,physiology of clothing,considerations made when designing clothing as to the biological effects it will have upon the body of the wearer,Q11862829,,,,,
Q3382023,physiology of reproduction,academic discipline,Q11862829,,,,Q521,
Q65193474,physiometry,practice of making anatomical/physiological measurements,Q11862829,,,,Q12453,
Q186005,physiotherapy,health profession that aims to address the illnesses or injuries that limit a person's abilities to function in everyday lives,Q130705900,,,,Q179661,
Q134891445,phytobacteriology,branch of bacteriology that deals with organisms associated with or pathogenic for plants,Q28598684,,,,Q243748,
Q130217803,phytoclimatology,the bioclimatology of plants,Q11862829,,,,Q1898366,
Q133501250,phytology,study of land plants,Q17002728,,,,Q441,
Q7189811,phytopharmacology,the study of the influences of drugs on the physiological processes of plants,Q11862829,,,,Q128406,
Q130253639,phytophenology,the phenology of plants,Q17002728,,,,Q272737,
Q130253346,phytoserology,"branch of serology that deals with plants and plant products especially in respect to identification, determination of relationships, and study of plant viruses",Q17002728,,,,Q502159,
Q1138244,phytosociology,branch of ecology studying plant communities,Q17002728,,Q441,,Q1387972,
Q130253279,phytoteratology,the branch of biology concerned with congenital defects and abnormal formations of plants,Q17002728,,,,Q631521,
Q104998020,piano performance,performance of music on the piano,Q11862829,,,,Q115160929,
Q134892049,pistology,the branch of theology dealing with faith,Q60310061,,,,Q34178,
Q130253736,placentology,the scientific study of the structure and function of the placenta,Q99397804,,,,Q11190,
Q7201242,planetary cartography,cartography of solid objects outside of the Earth,Q124749729,,,,Q42515,
Q751439,planetary geology,geology of astronomical objects,Q131565179,,,,Q104499,
Q107966944,planetary health ethics,research field,Q11862829,,,,Q9465,
Q130798466,planetary physics,,Q11862829,,,,Q413,
Q104499,planetary science,science of planets and other astronomical objects apparently in orbit around one or more stellar objects,Q11862829,,Q180046,,Q1195766,
Q97182622,plant biochemistry,subdiscipline of botany,Q11862829,,Q441,,Q7094,
Q113133333,plant cell and molecular biology,field of research,Q11862829,,,,Q7202,
Q107616960,plant cell biology,the study of plant cells,Q11862829,,Q113133333,,Q7141,
Q84861608,plant conservation,conservation of plants,Q28598684,,,,Q20113959,
Q1387972,plant ecology,"subdiscipline of ecology, studies the abundance and distribution of plants",Q104193250,,,,Q7150,
Q100913396,plant ecophysiology,ecophysiology of plants,Q104193250,,,,Q1387972,
Q106604818,plant evolutionary biology,academic discipline,Q17002728,,,,Q840400,
Q55630097,plant genetic resources,Academic discipline,Q11862829,,Q7162,,,
Q7201518,plant genetics,"study of genes, heredity in plants",Q62722214,,Q7162,,,
Q3138337,plant histology,academic discipline,Q11862829,,,,Q7168,
Q116251723,plant microbiology,academic discipline; study of microscopic organisms in or on plants,Q28598684,,,,Q7193,
Q100985929,plant molecular biology,academic discipline,Q17002728,,,,Q7202,
Q655362,plant morphology,subdiscipline of botany,Q11862829,,,,Q183252,
Q131624421,plant neurobiology,,Q11862829,,,,Q441,
Q8328350,plant nutrition,physiologic study of the chemical elements and compounds necessary for the metabolism and normal life of plants,Q11862829,,,,Q17652193,
Q185973,plant physiology,subdiscipline of botany,Q11862829,,,,Q521,
Q11870294,plant production,agriculture based on growing plants,Q11862829,,,,Q56299222,
Q1795341,plant stress physiology,quantification of environmental effects on plant health,Q104193250,,,,Q1387972,
Q1138178,plant taxonomy,the study of relation between plant species and genera,Q11862829,,,,Q3516404,
Q104825414,plant-fungus relationships,relationships which occur between fungi and plants,Q104193250,,,,Q104825374,
Q2098469,plasma medicine,field of medical research,Q11862829,,,,Q5615097,
Q4364900,plethysmography,recording and measuring variation in the volume of a part of the body,Q11862829,,,,Q177719,
Q835023,poetics,theory of literary forms and discourse,Q19610271,,,,Q459381,
Q482,poetry,literary style characterized by a strong expressiveness of words,Q11862829,,,,Q7725634,
Q137914578,poetry therapy,therapy using poetry to support mental and emotional well-being,Q130699387,,,,,
Q1640995,polar exploration,scientific exploration or research of arctic or antarctic regions,Q11862829,,,,Q6502154,
Q37445,police science,study and research which deals with police work,Q11862829,,,,Q4932206,
Q113125740,policy and administration studies,field of research,Q11862829,,,,Q8425,
Q136481337,policy management,academic discipline,Q11862829,,,,,
Q3179130,policy studies,subdisicipline of political science,Q11862829,,Q113125740,,Q36442,
Q27778,political anthropology,"branch of anthropology that explores, examines, and compares diverse systems of social control and power structures of societies",Q106720965,,,,Q29051,
Q137053180,political arithmetic,17th century field of research studying economics and demography,Q11862829,,,,Q37732,
Q1660049,political communication,subfield of communication and political science,Q11862829,,,,Q11024,
Q47555,political economics,"study of production, buying, and selling, and their relations with law, custom, and government",Q11862829,,Q113115885,,Q15831440,
Q113115885,political economy and social change,field of research,Q11862829,,,,Q651571,
Q2101492,political ethics,practice of making moral judgments about political action and political agents,Q11862829,,,,Q538733,
Q855726,political journalism,branch of journalism,Q11862829,,,,Q1391316,
Q21654591,political linguistics,The study of the relations between language and politics,Q11862829,,Q36442,,,
Q1773577,political management,,Q11862829,,,,Q2920921,
Q7210346,political methodology,academic discipline,Q11862829,,,,Q36442,
Q36442,political science,scientific study of politics,Q11862829,,Q15831440,,Q15831440,
Q55659900,political science and international relations,academic discipline,Q11862829,,,,Q36442,
Q1526011,political science of religion,,Q11862829,,,,Q36442,
Q15831440,political studies,set of academic disciplines that study politics as a whole,Q11862829,,,,Q34749,
Q9357091,political theory,class of theory,Q11862829,,Q112981240,,Q3239681,
Q112981240,political theory and political philosophy,field of research that explores that explores the fundamental questions of politics,Q11862829,,,,Q36442,
Q64816572,"political, societal and regional change","Academic discipline of political, societal and regional change",Q11862829,,,,,
Q7163,politics,activities associated with group decisions,Q11862829,,,,Q4686698,
Q64819398,politics and communication,Academic discipline of politics and communication,Q11862829,,,,,
Q118929282,politics in Northern Cyprus,,Q12332021,,,,,
Q4811702,politics of outer space,political considerations of space policy,Q11862829,,,,Q7163,
Q330963,politics of the United States,overview of political matters in the United States of America,Q12332021,,,,,
Q113043256,pollution and contamination,field of research,Q11862829,,,,Q188847,
Q3456979,polymer science,subfield of materials science concerned with polymers such as plastics and elastomers,Q112506851,,,,Q228736,
Q64943186,polymer technology,,Q11862829,,,,,
Q35911,pomology,branch of botany that studies and cultivates fruit,Q11862829,,,,Q48803,
Q104923005,pond ecology,ecology of ponds,Q104193250,,,,Q20417087,
Q17304666,ponerology,study of evil in relation to God,Q11862829,,,,,
Q113128855,popular and genre literature studies,field of research,Q11862829,,,,Q208217,
Q7229751,popular culture studies,academic discipline; study of popular culture from a critical theory perspective combining communication studies and cultural studies,Q11862829,,,,,
Q31151,population genetics,"subfield of genetics that deals with genetic differences of populations, part of evolutionary biology",Q11862829,,,,Q7162,
Q7229807,population genomics,large-scale comparison of DNA sequences,Q11862829,,,,,
Q3291156,population health,the study of health outcomes for groups of individuals,Q11862829,,,,Q3958441,
Q97360329,porn studies,academic study of the pornography industry,Q11862829,,,,,
Q131626776,poseidology,branch of astronomy which studies Neptunus,Q11862829,,Q104499,,Q104499,
Q107286734,positive computing,Technological design approach that embraces ethical practice and supports psychological well-being,Q11862829,,,,,
Q26110,positive economics,branch of economics,Q11862829,,,,Q8134,
Q26196475,positron astronomy,observational astronomy that detects positrons or their annihilation to study their production and sources,Q11862829,,,,Q818557,
Q113132901,post-harvest horticultural technologies,field of research including transportation and storage,Q11862829,,,,Q112914409,
Q265425,postcolonialism,academic discipline,Q11862829,,Q267932,,Q1999851,
Q119203271,postcolonialism application in Africa,,Q11862829,,,,Q265425,
Q7234391,postmodernist anthropology,sub-field of anthropology,Q106720965,,,,Q23404,
Q86008805,postsocialism,"academic study of states after the fall or decline of socialism, especially in Eastern Europe and Asia",Q11862829,,,,,
Q45098068,poultry science,academic discipline researching poultry farming,Q11862829,,,,Q168091,
Q135437159,powder technology,"the study and application of how to handle, process, and utilize materials in powder or particulate form",Q112057532,,,,Q11016,
Q1803786,power engineering,"subfield of electrical engineering, which deals with power generation, conversion, storage, transport and forwarding in electrical networks and use of electrical energy",Q11862829,,,,Q2695280,
