qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q632190,sport psychology,Q9418,psychology,,,,,,,,,,,,,
Q1799172,sports anthropology,Q28598,cultural anthropology,,,,,,4056369-8,,306.483|599.9|612.044|612.76|796.01,,,,,
Q2312917,sports ecology,,,Q1298380|Q720858,sports science|human ecology,,,,,,,,,,,
Q840545,sports medicine,Q472094|Q11190|Q113129019|Q3505712|Q11180|Q2678675|Q1773974,exercise physiology|medicine|clinical sciences|family medicine|internal medicine|physical medicine and rehabilitation|preventive medicine,,,Q632190,sport psychology,,4056405-8,sh85126948,617.102  7,,,SportsMedicine,,RC1200-RC1245
Q1298380,sports science,Q336|Q657632,science|kinesiology,,,Q193378|Q657632|Q2312561|Q840545|Q2312917,biomechanics|kinesiology|computer science in sport|sports medicine|sports ecology,,4056442-3,sh86000064,,,,,,
Q3055155,sports training,Q918385|Q747883,training|physical activity,,,,,,4060595-4,,796.077,,,SportsTraining,,
Q107373802,stage direction for opera,Q6942562|Q36492844,musical performance|planned production,,,,,,,,,,,,,
Q1199356,standard library,Q188860,software library,,,,,,,,,,,,,
Q3505845,state,Q483247|Q937228,phenomenon|property,,,,,,,,,,,,,
Q120910099,statistical analysis,Q7754,mathematical analysis,,,Q12718609,statistical method,,,,519.53,,,,,
Q127740473,statistical ecology,Q7150|Q12483,ecology|statistics,,,,,,,,,,,,,
Q12718609,statistical method,Q1799072|Q1988917,method|data analysis,Q112955551,econometric and statistical methods,,,,,sh85127572,001.422,,,StatisticalMethod,,
Q12483,statistics,Q395|Q816264,mathematics|formal science,Q395|Q8134,mathematics|economics,Q380344|Q28873772,descriptive statistics|inferential statistics,,4056995-0,sh85127580,001.422,300026924,00074061n,Statistics,,QA276-QA280
Q104996128,steelpan performance,Q6942562,musical performance,,,,,,,,,,,,,
Q2295061,stellar astronomy,Q333,astronomy,Q333,astronomy,,,,,,,,,,,
Q176737,stochastic process,Q246672|Q856215,mathematical object|indexed family,Q1071239,stochastic,Q176623,random variable,1133519,4057630-9,sh85128181,519.23,,00074331n,StochasticProcess,,
Q123819222,storing,Q10418049,archiving,,,,,,,,,,,,,
Q376657,strategic management,Q2920921|Q185451|Q11862829,management|strategy|academic discipline,,,,,,4124261-0,,,,01723987n,StrategicManagement,,
Q134783,stratigraphy,Q1069,geology,,,Q52151|Q864826|Q1732190,palaeogeography|biostratigraphy|sequence stratigraphy,,4057956-6,sh85054086,551.7,300192073,,Stratigraphy,,
Q104780697,stream ecology,Q20417087|Q7150,freshwater ecology|ecology,,,,,1134567,,sh85128566,,,,,,QH541.5.S7
Q120910070,stream reasoning,,,,,,,,,,,,,,,
Q110406819,street design,Q63100,urban design,,,,,1134798,,sh2010114838,,,,,,
Q633538,structural engineering,,,Q77590,civil engineering,,,,,sh85129198,,300054506,,StructuralEngineering,,
Q334823,structural geology,Q128894857,physical geology,,,,,,4225664-1,,,300126038,,,,
Q6671777,structure,Q99527517|Q12893838|Q27096213,collective entity|order|geographic entity,Q58778,system,Q61964189,structural component,,4058125-1,,117,,03830506n,,,
Q26813700,structured data,Q42848,data,,,,,,,,,,,,,
Q120969780,structured machine learning,,,,,,,,,,,,,,,
Q9347372,studies,Q1914636,activity,Q38723|Q8434,higher education institution|education,,,,4058216-4,,,,,,,
Q1782301,study,Q1914636|Q133500,activity|learning,,,Q199657|Q4354775,reading|memorization,,,,,300343813,,,,
Q1066186,study of history,Q80083,humanities,Q33122512|Q113077601,"social sciences and humanities|history, heritage and archaeology",Q81517619|Q770723,branch of history|auxiliary science of history,,4020535-6,,901,300054394,00044268n,,,
Q334384,supervised learning,Q2539|Q111862379,machine learning|machine learning method,Q2539,machine learning,,,,,sh94008290,,,01366724n,,,Q325.75
Q1476753,surface web,Q3948731,web content,Q466,World Wide Web,,,,,,,,,,,
Q2627395,surface-water hydrology,,,Q42250,hydrology,,,,,,,,,,,
Q40821,surgery,Q113129019,clinical sciences,,,,,,4009987-8,sh85130766,617,300137832,00059129n,Surgery,,
Q104200524,swamp ecology,Q7150|Q104200566,ecology|wetland ecology,,,,,1139915,,sh85130976,,,,,,QH541.5.S9
Q5514059,symbolic artificial intelligence,Q11660,artificial intelligence,,,,,,,,,,,,,
Q130216732,synaptology,Q2728012,neurobiology,,,,,,,,,,,,,
Q130221760,synoptic meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q37437,syntax,Q8091,grammar,Q8162,linguistics,,,,4058779-4,sh85131652,415,300054269,00062118n,Syntax,,
Q1152399,syntax,Q373045,formal grammar,Q9143,programming language,Q6486712|Q6537698,language construct|lexical grammar,,,,,,,,,
Q58778,system,Q99527517|Q488383,collective entity|object,,,Q1310239|Q2362312|Q1151067|Q52948,component|subsystem|rule|interaction,,4058801-4,,003,,15125301n,System,,
Q22299483,system process,Q22299433,multicellular organismal process,,,,,,,,,,,,,
Q682496,systems engineering,Q11023,engineering,,,,,,4140901-2,sh85131750,620.001171,300054507,02138008n,,,
Q110458263,taking,Q3604747,acquisition,,,,,,,,,,,,,
Q7211,taxonomy,Q5962346|Q17625380,classification scheme|hierarchical classification,,,,,,4184546-8,,,300252046,,Taxonomy,,
Q8269924,taxonomy,Q27214933,typology,Q420|Q3516404,biology|systematics,,,,,,,300252041,00076250n,,,
Q352842,teaching,Q4350200|Q61788126|Q3249551,information transfer|educational activity|process,,,,,,4241291-2|4317063-8,,370,300069743,,,,
Q500669,technical process,Q3249551|Q104637332|Q104637425|Q1408288,process|planned process|material process|manufacturing process,,,,,,,,,,03245758n,,,
Q317623,technical standard,Q49848|Q16889133|Q367293|Q13136|Q1151067|Q1630279|Q117207263,document|class|convention|reference work|rule|guideline|file,,,,,,,,,,00023853n,TechnicalStandard,,
Q994895,technical system,Q2424752|Q58778|Q16686448,product|system|artificial object,,,Q811909|Q110558466,physical technological component|interface,,,,,,,,,
Q2695280,technique,Q1799072|Q1914636,method|activity,Q11016,technology,,,,4059205-4,sh87003681,600,300138082,,TechniqueType,,
Q11016,technology,Q28797|Q34104,applied science|science and technology,Q1881523|Q994895,"science, technology, engineering, and mathematics|technical system",,,,4059276-5,sh85133147,405.09,300056069,00005105n,Technology-Artifact,,
Q7692619,technology policy,Q546113,public policy,,,,,,4184587-0,sh85133184,,,,,,
Q418,telecommunications,Q1472062,remote communication,,,,,1145830,4059360-5,sh85133270,384|621.382,300054355,00076374n,Telecommunication,,
Q1061219,telecommunications engineering,Q43035,electrical engineering,Q11023,engineering,,,,4041066-3,,,,,TelecommunicationsEngineering,,
Q631521,teratology,Q213713,developmental biology,,,,,1147803,4184741-6,sh94009175,571.976,,,,,
Q120969802,terminology enrichment,,,,,,,,,,,,,,,
Q4455895,terminology science,Q8162|Q1235196,linguistics|documentation science,,,,,,4246651-9,,,,,,,
Q1003030,test,Q1799072|Q1190554,method|occurrence,Q2115530|Q451967,test method|intentional human activity,Q7247798,product testing,,4367264-4,,,300054695,,,,
Q70708084,text and data mining,Q217602|Q12483|Q21198|Q12772819,analysis|statistics|computer science|discovery,,,Q172491|Q676880,data mining|text mining,,,,,,,,,
Q676880,text mining,Q70708084|Q30642,text and data mining|natural language processing,,,,,,,,,,02540773n,TextMining,,
Q59155265,textual data format,Q494823,data format,,,,,,,,,,,,,
Q6031015,theater arts education,Q1757598|Q910179|Q29585976|Q7922,visual art education|theatre pedagogy|cultural education|pedagogy,,,,,,,,,,,,,
Q3620447,theatre anthropology,Q28598,cultural anthropology,,,,,1149222,,sh99001177,,,,,,
Q11635,theatre art,Q184485,performing arts,,,Q2416217|Q1797162|Q24354,theatre troupe|artistic director|theatre building,1149217,4059702-7,sh85134522,792,300417582,00028609n,,,
Q910179,theatre pedagogy,Q7922|Q11635,pedagogy|theatre art,,,,,,4126991-3,,,,,,,
Q109568007,theatre performance studies,Q7168264|Q960543,performance studies|theatre studies,,,,,,,,,,,,,
Q960543,theatre studies,Q80083,humanities,Q113093825,"drama, theatre and performance studies",,,,4185058-0,,,,,TheatreStudies,,
Q107508911,theological studies,,,,,,,,,,,,,,,
Q34178,theology,Q11862829|Q80083,academic discipline|humanities,Q944537|Q64687996|Q33122512,Geisteswissenschaften|theology and religious studies|social sciences and humanities,Q191776|Q938714|Q4208496|Q1383443,apologetics|dogmatic theology|comparative theology|practical theology,,4059758-1,sh2001008984,230,300054313,00076827n,Theology,,
Q110245486,theoretical and computational chemistry,Q2329,chemistry,,,Q369472|Q321150,computational chemistry|theoretical chemistry,,,,,,,,,
Q321150,theoretical chemistry,Q2329,chemistry,Q2329,chemistry,,,,4185098-1,,541.2,,,TheoreticalChemistry,,
Q2878974,theoretical computer science,Q21198|Q580234,computer science|fundamental science,Q21198,computer science,Q13636890|Q4809258|Q214526|Q205084,algorithmics|database theory|automata theory|computational complexity theory,,4196735-5,,004.0151,,,,,
Q7782373,theoretical psychology,Q9418|Q5891,psychology|philosophy,,,,,,,,,,,,,
Q17737,theory,Q131841,idea,,,Q72867640|Q7958,hypothetical event|explanation,,4059787-8,,,300055880,,,,
Q844718,theory of computation,Q17737,theory,Q16387|Q21198,information science|computer science,Q13636890,algorithmics,,,,,,02392561n,,,
Q28575007,theory of differential equations,Q1122491,computational mathematics,Q7754,mathematical analysis,,,,,,,,,,,
Q109676580,thermobiology,Q420,biology,,,,,1149810,,sh85134776,,,,,,
Q126078535,thermology,Q413,physics,,,,,,,,,,,,,
Q5393493,title,Q4997551,bundle of rights,,,,,,,,,300055726,,TitleAgreement,,
Q120969822,tools,,,,,,,,,,,,,,,
Q120969811,topographic data science,,,,,,,,,,,,,,,
Q42989,topology,Q395,mathematics,Q395|Q114705836,mathematics|set systems theory,,,1152692,4060425-1,sh85136089,514,,00003800n,Topology,,
Q485762,toponymy,Q175156,onomastics,,,,,1152700,4172891-9,sh85136092,910.014,300054272,,Toponymy,,G100.5
Q120969815,tourism ontology,,,,,,,,,,,,,,,
Q7218,toxicology,Q7180763|Q2329|Q420,pharmaceutical sciences|chemistry|biology,,,Q115582861,cardiotoxicology,,4060538-3,,571.95|615.9,300251568,,Toxicology,,
Q106518118,tracking,Q1914636,activity,,,,,,,,,,,,,
Q1417728,trade name,Q82799|Q2135465,name|legal term or legal concept,,,,,,,,,,00012758n,,,
Q167270,trademark,Q3695082|Q80071|Q1886349,sign|symbol|logo,,,,,1153892,4114513-6,sh85136742,929.95,300028776,00077877n,InternationalTrademarkSystemTrademark,,
Q1982569,traditional activity,Q451967,intentional human activity,Q82821,tradition,,,,,,,,,,,
Q918385,training,Q133500,learning,Q1217379|Q7091744|Q8434,parenting|onboarding|education,,,,4131557-1,sh97006179,607,300188820,00041853n,Training,,
Q660564,transport economics,Q2516517|Q8134,transport sciences|economics,,,,,,,,,,,TransportEconomics,,
Q2516371,transport policy,Q546113,public policy,Q7163,politics,,,,4062955-7,sh85137066,,,,,,
Q2399986,transport safety,Q10566551,safety,,,,,,,sh94008716,,,,TransportSafety,,HE194-HE194.5
Q2516517,transport sciences,Q336,science,,,,,,4187847-4,,,,,,,
Q775325,transportation engineering,Q77590|Q2516517,civil engineering|transport sciences,Q77590|Q2516517,civil engineering|transport sciences,,,,,sh85137069,,300138818,03289875n,TransportationEngineering,,
Q125197414,transportation safety administration,Q2399986|Q55693887,transport safety|public administration theory,,,,,,,,,,,,,
Q108304567,tree island ecology,Q104200566|Q7150,wetland ecology|ecology,,,,,1155944,,sh2002008688,,,,,,
Q105279810,trombone performance,Q6942562,musical performance,,,,,,,,,,,,,
Q3333930,tropical meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q105280408,trumpet performance,Q6942562,musical performance,,,,,,,,,,,,,
Q103964477,tuba performance,Q6942562,musical performance,,,,,,,,,,,,,
Q865760,type system,Q649732,formal system,Q9143,programming language,,,,,,,,,,,
Q27214933,typology,Q5962346,classification scheme,,,,,,,,,300067209,,,,
Q13649246,uncertainty,Q86923152|Q3968640,risk source|mental state,Q77468620,psychological terminology,,,,4186957-6,sh85139563,003.54,,,Uncertainty,,
Q120910087,understandability,,,,,,,,,,,,,,,
Q1152135,unsupervised learning,Q2539,machine learning,Q2539|Q113127963,machine learning|semi-supervised and unsupervised learning,,,,4580265-8,,,,01647091n,,,
Q2353731,upbringing,Q1914636|Q10843872|Q2995644,activity|process|result,,,,,,4015482-8,,370|649.1,,,,,
Q27977,urban anthropology,Q23404|Q59950,anthropology|urbanism,,,,,,,,,,,,,
Q63100,urban design,Q82604,design,,,,,,4056795-3,,,300189645,03286724n,UrbanDesign,,
Q385256,urban economics,,,Q8134,economics,Q112971079,Urban and regional economics,,,sh85141310,330.91732,,,UrbanEconomics,,
Q23578769,urban studies,Q12831143,human geography,,,,,,,,,300054461,,,,
Q59950,urbanism,Q52948,interaction,,,,,,4182741-7,,711,,,,,
Q127388251,uredinology,Q7175,mycology,,,,,,,,,,,,,
Q120969812,user experiment,,,,,,,,,,,,,,,
Q120969818,user interaction,,,,,,,,,,,,,,,
Q818362,user modeling,,,,,,,,,,,,,,,
Q194112,value,Q211364|Q878143,principle|value,,,,,1163906,4132695-7,sh85141939,153.45|303.372,300379408,,Value,,
Q138333181,vascular biology,Q521|Q10546286,physiology|clinical physiology,,,,,,,,,,,,,
Q124650805,vermeology,Q12744095,invertebrate zoology,,,,,,,,,,,,,
Q107217372,vernal pool ecology,Q104196941|Q7150,aquatic ecology|ecology,,,,,1165416,,sh87003044,,,,,,
Q10818163,vertebrate anatomy,Q8198634,animal anatomy,,,,,1165546,,sh85142903,,,,,,QL801
Q73403730,vertebrate ecology,Q10900987|Q18358830,animal ecology|vertebrate zoology,,,,,,,,,,,,,
Q106099091,vertebrate embryology,Q131683,embryology,,,,,,,,,,,,,
Q3634677,vertebrate paleontology,Q7205|Q210369|Q18358830,paleontology|paleozoology|vertebrate zoology,,,,,,,,,,,,,
Q18358830,vertebrate zoology,Q431,zoology,Q431,zoology,,,,,,,,,,,
Q1571520,vertical integration,Q376657,strategic management,,,,,,4215421-2,,658.162,,,,,
Q170201,veterinary medicine,Q11190|Q21012419|Q110245063,medicine|animal care|veterinary science,Q600846,zootechnics,,,,4078315-7,sh85143046,636.089,300312255,,VeterinaryMedicine,,
Q110245063,veterinary science,Q864928|Q110231626,"life sciences|agricultural, veterinary and food sciences",,,,,,,,,,,,,
Q131154259,video game composition,Q105107008,music composition,,,,,,,,,,,,,
Q105279242,viola performance,Q6942562,musical performance,,,,,,,,,,,,,
Q104733130,violence prevention,Q1717246,prevention,,,,,1167240,,sh2010117922,,,,,,
Q104998197,violin performance,Q6942562,musical performance,,,,,1167365,,sh85143555,,,,,,
Q7215,virology,Q7193,microbiology,,,,,,4063597-1,sh85143799,579.2,,,Virology,,
Q2746658,visual anthropology,Q29051,social anthropology,,,,,,1028524978,sh93005976,305.80208,,,VisualAnthropology,,
Q1757598,visual art education,Q352842|Q8434,teaching|education,,,,,,4033637-2,sh85007505,372.5|707.1,300174155,,,,
Q36649,visual arts,Q735|Q838948,art|work of art,Q861716,visual culture,Q11634,art of sculpture,,4114333-4,sh85007461,,300054154,02733855n,VisualArtActivity,,
Q253140,viticulture,Q1458465|Q11862829|Q110735073|Q1047113|Q5687161,fruticulture|academic discipline|oenology and viticulture|field of study|branch of agriculture,,,,,,4065136-8,sh85144017,634.8,300389852,00080019n,Viticulture,,
Q105245071,vocal performance,Q6942562|Q27939,musical performance|singing,,,,,,,,,,,,,
Q129260008,vocational psychology,Q9418,psychology,,,,,,,,,,,,,
Q102904,volcanology,,,Q1069,geology,,,,4188776-1,sh85144279,551.21,,,,,
Q1462136,water conservation,Q628403,conservation,,,,,,4020830-8,,,,00080589n,WaterConservation,,
Q110968692,watershed hydrology,Q42250|Q105277236,hydrology|watershed science,,,,,1738283,,sh2005004309,,,,,,
Q4387041,watershed management,Q5333882,ecosystem management,,,,,1172716,,sh85145748,,,,WatershedManagement,,TC413
Q105277236,watershed science,Q336,science,,,,,,,,,,,,,
Q3427877,web resource,Q110854677,network resource,,,,,,,,,,,,,
Q35127,website,Q1076968|Q1714118|Q19967801|Q107307154|Q108637623|Q119648796|Q7397|Q3427877,digital media|online publication|online service|virtual place|integrating resource|digital-native publication|software|web resource,Q466,World Wide Web,Q36774,web page,,4596172-4,sh96008680,006.7|025.0422|025.04252,300265431,00047172n,WebSite,,
Q7990118,wetland conservation,Q20113959,nature conservation,,,,,1174133,,sh85146325,,,,,,
Q104200566,wetland ecology,Q7150,ecology,,,,,1174157,,sh85146326,,,,,,QH541.5.M3
Q1772875,wildlife biology,Q7150|Q420,ecology|biology,,,,,,4461757-4,,591.63|599.163,,,,,
Q766328,wildlife conservation,Q20113959|Q451967,nature conservation|intentional human activity,,,,,1175253,,sh85146731,639,,,WildlifeConservation,,
Q105575936,wildlife resources,Q105575840,natural resources,,,,,1175429,,sh96005596,,,,,,
Q249,wireless communication,Q418|Q1061219,telecommunications|telecommunications engineering,,,Q113161436,microwave and millimetrewave research,1176209,,sh92006740,,,17337929n,WirelessCommunication,,
Q105596644,wood science,Q228736|Q1710723|Q441,materials science|materials engineering|botany,,,,,,,,,,,,,
Q386724,work,Q16686448|Q1791627,artificial object|cultural artifact,Q11042|Q336|Q2668072|Q735,culture|science|collection|art,,,,4117633-9,,,300387357,,WorkingEvent,,
Q268378,work,Q8187769,economic activity,,,Q759676,task,989798,4002567-6,sh90004091,331,300263340,04591277n,,,
